facility_id,facility_name,reporting_entity,state,facility_type,installed_capacity_mw,latitude,longitude,timestamp,power_mw,emissions_t_co2e,received_at
227,Tarraleah Hydro Power Station,HYDRO-ELECTRIC CORPORATION,TAS,hydro,0.479,-42.035067,146.6366887,2026-05-07 23:55:00,45.1,0.0,2026-05-29 00:47:43.619987
229,Trevallyn Hydro Power Station,HYDRO-ELECTRIC CORPORATION,TAS,hydro,0.479,-41.447768,147.087793,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
231,Tungatinah Hydro Power Station,HYDRO-ELECTRIC CORPORATION,TAS,hydro,0.479,-42.2750329,146.4611887,2026-05-07 23:55:00,23.8,0.0,2026-05-29 00:47:43.619987
240,Bodangora Wind Farm,Infigen Energy Limited,NSW,wind_farm,21.637,-31.8759835,147.2869493,2026-05-07 23:55:00,27.0409,0.0,2026-05-29 00:47:43.619987
241,Capital Wind Farm,Infigen Energy Limited,NSW,wind_farm,21.637,-31.8759835,147.2869493,2026-05-07 23:55:00,127.4004,0.0,2026-05-29 00:47:43.619987
242,"Lake Bonney Stage 1,2 & 3 Wind Farm",Infigen Energy Limited,SA,wind_farm,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,33.7724,0.0,2026-05-29 00:47:43.619987
244,Woodlawn Wind Farm,Infigen Energy Limited,NSW,wind_farm,21.637,-31.8759835,147.2869493,2026-05-07 23:55:00,39.3624,0.0,2026-05-29 00:47:43.619987
245,Canunda Wind Farm,International Power (Australia) Holdings Pty Limited,SA,wind_farm,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,41.5485,0.0,2026-05-29 00:47:43.619987
246,Dry Creek Power Station,International Power (Australia) Holdings Pty Limited,SA,power_station,3.091,-34.8479734,138.581675,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
247,Mintaro Power Station,International Power (Australia) Holdings Pty Limited,SA,power_station,3.091,-33.9032735,138.7382397,2026-05-07 23:55:00,0.0854,0.0061,2026-05-29 00:47:43.619987
248,Pelican Point Power Station,International Power (Australia) Holdings Pty Limited,SA,power_station,3.091,-34.7653755,138.5054609,2026-05-07 23:55:00,44.7002,1.4967,2026-05-29 00:47:43.619987
249,Port Lincoln Power Station,International Power (Australia) Holdings Pty Limited,SA,power_station,3.091,-34.7004095,135.8045035,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
250,Snuggery Power Station,International Power (Australia) Holdings Pty Limited,SA,power_station,3.091,-37.6648132,140.4155865,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
251,KARADOC SOLAR FARM,KARADOC SOLAR FARM HOLDCO PTY LTD,VIC,solar,579.1320000000001,-36.5986096,144.6780052,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
261,Lilyvale Solar Farm,LILYVALE HOLDINGS CO PTY. LTD.,QLD,solar,478.4090000000001,-22.1646782,144.5844903,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
309,Gladstone Power Station,NRG Victoria 1 Pty Ltd,QLD,power_station,478.4090000000001,-23.8530345,151.2174598,2026-05-07 23:55:00,420.2871,34.168499999999995,2026-05-29 00:47:43.619987
316,Darling Downs Power Station,Origin Energy Limited,QLD,power_station,478.4090000000001,-27.1170905,150.8946408,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
318,Eraring Power Station,Origin Energy Limited,NSW,power_station,21.637,-33.0625191,151.5191973,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
322,Ladbroke Grove Power Station,Origin Energy Limited,SA,power_station,3.091,-37.456356,140.7818605,2026-05-07 23:55:00,0.02,0.0008,2026-05-29 00:47:43.619987
324,Mortlake Power Station,Origin Energy Limited,VIC,power_station,579.1320000000001,-38.0633502,142.6676415,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
326,Mt Stuart Power Station,Origin Energy Limited,QLD,power_station,478.4090000000001,-19.3376809,146.8508328,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
327,Quarantine Power Station,Origin Energy Limited,SA,power_station,3.091,-34.7794457,138.5229552,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
328,Roma Power Station,Origin Energy Limited,QLD,power_station,478.4090000000001,-26.5770702,148.8400595,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
329,Shoalhaven Scheme,Origin Energy Limited,NSW,scheme_or_system,21.637,-31.8759835,147.2869493,2026-05-07 23:55:00,42.26,2.1208,2026-05-29 00:47:43.619987
332,Uranquinty Power Station,Origin Energy Limited,NSW,power_station,21.637,-35.1797318,147.2156451,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
335,Ross River Solar Farm,Palisade Solar 1 Pty Ltd,QLD,solar,478.4090000000001,-22.1646782,144.5844903,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
336,Waterloo Wind Farm,PALISADE WATERLOO HOLDINGS PTY LTD,SA,wind_farm,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,29.0,0.0,2026-05-29 00:47:43.619987
338,Bairnsdale Power Station,Pioneer Sail Holdings Pty Limited,VIC,power_station,579.1320000000001,-37.8429177,147.5638553,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
339,Braemar Power Station,Pioneer Sail Holdings Pty Limited,QLD,power_station,478.4090000000001,-27.1104344,150.9058045,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
340,Loy Yang B Power Station,Pioneer Sail Holdings Pty Limited,VIC,power_station,579.1320000000001,-38.2566611,146.5846996,2026-05-07 23:55:00,878.625,84.5058,2026-05-29 00:47:43.619987
410,Condamine Power Station,QGC UPSTREAM INVESTMENTS PTY LTD,QLD,hydro,478.4090000000001,-26.6679436,150.269901,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
414,Starfish Hill Wind Farm,RATCH - Australia Corporation Pty Ltd,SA,wind_farm,3.091,-35.5786254,138.1301454,2026-05-07 23:55:00,12.1964,0.0,2026-05-29 00:47:43.619987
416,Townsville Power Station,RATCH - Australia Corporation Pty Ltd,QLD,power_station,478.4090000000001,-19.2012975,146.618562,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
433,Salt Creek Wind Farm,SALT CREEK WIND FARM PTY LTD,VIC,wind_farm,579.1320000000001,-36.5986096,144.6780052,2026-05-07 23:55:00,42.35,0.0,2026-05-29 00:47:43.619987
438,SNOWTOWN SOUTH WIND FARM,Snowtown South Wind Farm Pty. Ltd.,SA,wind_farm,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,57.0,0.0,2026-05-29 00:47:43.619987
439,Snowtown Wind Farm,Snowtown Wind Farm Pty Ltd,SA,wind_farm,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,33.4298,0.0,2026-05-29 00:47:43.619987
441,Angaston Power Station,Snowy Hydro Limited,SA,power_station,3.091,-34.503393,139.0245766,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
442,Colongra Power Station,Snowy Hydro Limited,NSW,power_station,21.637,-33.2091694,151.545217,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
443,Laverton North Power Station,Snowy Hydro Limited,VIC,power_station,579.1320000000001,-37.8422763,144.788352,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
444,Lonsdale/Port Stanvac Power Station,Snowy Hydro Limited,SA,power_station,3.091,-30.5343665,135.6301212,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
446,Valley Power,Snowy Hydro Limited,VIC,other,579.1320000000001,-38.2536802,146.5888875,2026-05-07 23:55:00,0.0,0.0,2026-05-29 00:47:43.619987
